,Unnamed: 0,Date,Adj Close
138,138,2019-08-14,2840.60009765625
139,139,2019-08-15,2847.60009765625
140,140,2019-08-16,2888.679931640625
141,141,2019-08-19,2923.64990234375
142,142,2019-08-20,2900.510009765625
143,143,2019-08-21,2924.429931640625
144,144,2019-08-22,2922.949951171875
145,145,2019-08-23,2847.110107421875
146,146,2019-08-26,2878.3798828125
147,147,2019-08-27,2869.159912109375
148,148,2019-08-28,2887.93994140625
149,149,2019-08-29,2924.580078125
150,150,2019-08-30,2926.4599609375
151,151,2019-09-03,2906.27001953125
152,152,2019-09-04,2937.780029296875
153,153,2019-09-05,2976.0
154,154,2019-09-06,2978.7099609375
155,155,2019-09-09,2978.429931640625
156,156,2019-09-10,2979.389892578125
157,157,2019-09-11,3000.929931640625
158,158,2019-09-12,3009.570068359375
159,159,2019-09-13,3007.389892578125
160,160,2019-09-16,2997.9599609375
161,161,2019-09-17,3005.699951171875
162,162,2019-09-18,3006.72998046875
163,163,2019-09-19,3006.7900390625
164,164,2019-09-20,2992.070068359375
165,165,2019-09-23,2991.780029296875
166,166,2019-09-24,2966.60009765625
167,167,2019-09-25,2984.8701171875
168,168,2019-09-26,2977.6201171875
169,169,2019-09-27,2961.7900390625
170,170,2019-09-30,2976.739990234375
171,171,2019-10-01,2940.25
172,172,2019-10-02,2887.610107421875
173,173,2019-10-03,2910.6298828125
174,174,2019-10-04,2952.010009765625
175,175,2019-10-07,2938.7900390625
176,176,2019-10-08,2893.06005859375
177,177,2019-10-09,2919.39990234375
178,178,2019-10-10,2938.1298828125
179,179,2019-10-11,2970.27001953125
180,180,2019-10-14,2966.14990234375
181,181,2019-10-15,2995.679931640625
182,182,2019-10-16,2989.68994140625
183,183,2019-10-17,2997.949951171875
184,184,2019-10-18,2986.199951171875
185,185,2019-10-21,3006.719970703125
186,186,2019-10-22,2995.989990234375
187,187,2019-10-23,3004.52001953125
188,188,2019-10-24,3010.2900390625
189,189,2019-10-25,3022.550048828125
190,190,2019-10-28,3039.419921875
191,191,2019-10-29,3036.889892578125
192,192,2019-10-30,3046.77001953125
193,193,2019-10-31,3037.56005859375
194,194,2019-11-01,3066.909912109375
195,195,2019-11-04,3078.27001953125
196,196,2019-11-05,3074.6201171875
197,197,2019-11-06,3076.780029296875
198,198,2019-11-07,3085.179931640625
199,199,2019-11-08,3093.080078125
200,200,2019-11-11,3087.010009765625
201,201,2019-11-12,3091.840087890625
202,202,2019-11-13,3094.0400390625
203,203,2019-11-14,3096.6298828125
204,204,2019-11-15,3120.4599609375
205,205,2019-11-18,3122.030029296875
206,206,2019-11-19,3120.179931640625
207,207,2019-11-20,3108.4599609375
208,208,2019-11-21,3103.5400390625
209,209,2019-11-22,3110.2900390625
210,210,2019-11-25,3133.639892578125
211,211,2019-11-26,3140.52001953125
212,212,2019-11-27,3153.6298828125
213,213,2019-11-29,3140.97998046875
214,214,2019-12-02,3113.8701171875
215,215,2019-12-03,3093.199951171875
216,216,2019-12-04,3112.760009765625
217,217,2019-12-05,3117.429931640625
218,218,2019-12-06,3145.909912109375
219,219,2019-12-09,3135.9599609375
220,220,2019-12-10,3132.52001953125
221,221,2019-12-11,3141.6298828125
222,222,2019-12-12,3168.570068359375
223,223,2019-12-13,3168.800048828125
224,224,2019-12-16,3191.449951171875
225,225,2019-12-17,3192.52001953125
226,226,2019-12-18,3191.139892578125
227,227,2019-12-19,3205.3701171875
228,228,2019-12-20,3221.219970703125
229,229,2019-12-23,3224.010009765625
230,230,2019-12-24,3223.3798828125
231,231,2019-12-26,3239.909912109375
232,232,2019-12-27,3240.02001953125
233,233,2019-12-30,3221.2900390625
234,234,2019-12-31,3230.780029296875
235,235,2020-01-02,3257.85009765625
236,236,2020-01-03,3234.85009765625
237,237,2020-01-06,3246.280029296875
238,238,2020-01-07,3237.179931640625
239,239,2020-01-08,3253.050048828125
240,240,2020-01-09,3274.699951171875
241,241,2020-01-10,3265.35009765625
242,242,2020-01-13,3288.1298828125
243,243,2020-01-14,3283.14990234375
244,244,2020-01-15,3289.2900390625
245,245,2020-01-16,3316.81005859375
246,246,2020-01-17,3329.6201171875
247,247,2020-01-21,3320.7900390625
248,248,2020-01-22,3321.75
249,249,2020-01-23,3325.5400390625
250,250,2020-01-24,3295.469970703125
251,251,2020-01-27,3243.6298828125
252,252,2020-01-28,3276.239990234375
253,253,2020-01-29,3273.39990234375
254,254,2020-01-30,3283.659912109375
255,255,2020-01-31,3225.52001953125
256,256,2020-02-03,3248.919921875
257,257,2020-02-04,3297.590087890625
258,258,2020-02-05,3334.68994140625
259,259,2020-02-06,3345.780029296875
260,260,2020-02-07,3327.7099609375
